firstname,lastname,date_of_birth,primary_poc,phone_number,email,student_address,client_name,client_type,client_address,vaccine_manufacturer,vaccine_manufacturer_address,vaccine_manufacturer_phone_number,vaccine_manufacturer_email,vaccine_type,vaccine_provider_name,vaccine_provider_address,vaccine_provider_phone_number,notes,health_insurance_provider,health_insurance_group,health_insurance_phone_number,dose_1,dose_2
Kathi,Percy,1903-11-16,Tera,775551910,Kathi.Percy@gmail.com,123 Lexington Ave.,Hunter,library,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-13,2021-05-11
Riannon,Bertold,2001-09-10,Myrtice,187256149,Riannon.Bertold@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-15,2021-05-11
Marcelline,Fleeta,2004-11-29,Regina,899800645,Marcelline.Fleeta@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2020-12-23,2021-05-11
Daune,Karylin,1927-10-09,Adele,273998065,Daune.Karylin@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-09,2021-05-11
Bill,Gahl,1969-07-20,Lizzie,867434425,Bill.Gahl@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-27,NULL
Mady,Willie,1963-03-27,Dianemarie,982257461,Mady.Willie@gmail.com,123 Lexington Ave.,Baruch,college,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-27,NULL
Nicoli,Pitt,1999-04-05,Krystle,609390053,Nicoli.Pitt@gmail.com,123 Lexington Ave.,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-30,2021-05-11
Bobinette,MacIntosh,1957-11-20,Arlena,550642619,Bobinette.MacIntosh@gmail.com,123 Lexington Ave.,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-13,2021-05-11
Candi,Yerkovich,1946-03-15,Livvyy,506394835,Candi.Yerkovich@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-03,NULL
Tierney,Alva,1968-12-22,Katharina,607121781,Tierney.Alva@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-28,NULL
Anica,Atonsah,1973-04-22,Esmeralda,643824864,Anica.Atonsah@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2020-12-28,NULL
Amalie,Kamaria,1927-01-21,Ottilie,225704103,Amalie.Kamaria@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-31,2021-05-11
Adelle,Sherfield,1935-06-07,Frank,612814468,Adelle.Sherfield@gmail.com,76 AstoriaBlvd,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-18,2021-05-11
Emma,Madaih,2000-05-28,Dorice,299787014,Emma.Madaih@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-26,2021-05-11
Tiffie,Cherianne,1954-04-24,Linet,841369200,Tiffie.Cherianne@gmail.com,76 AstoriaBlvd,Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-20,2021-05-11
Amelia,Swigart,1949-08-05,Lauryn,788757057,Amelia.Swigart@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-26,NULL
Kellen,Kaja,1950-03-17,Gaylene,176504645,Kellen.Kaja@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-04,NULL
Gwyneth,Saint,1907-08-12,Philis,965946463,Gwyneth.Saint@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-25,2021-05-11
Delilah,Levey,2002-01-18,Janeczka,736197257,Delilah.Levey@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-04-03,NULL
Zondra,Longfellow,1909-03-06,Brietta,438473777,Zondra.Longfellow@gmail.com,123 Lexington Ave.,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-11,2021-05-11
Valli,Havens,1924-01-23,Jany,68161063,Valli.Havens@gmail.com,123 Lexington Ave.,Baruch,library,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-24,NULL
Dari,Odell,1947-07-21,Asia,189747751,Dari.Odell@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-01,NULL
Berta,Schenck,1930-01-17,Violet,889313377,Berta.Schenck@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-30,2021-05-11
Eolanda,Jaylene,1920-12-10,Leona,366398148,Eolanda.Jaylene@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,library,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-03-11,2021-05-11
Fanchon,Secrest,1971-05-20,Lolita,939859283,Fanchon.Secrest@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-26,NULL
Heida,Maurine,1933-10-09,Dulcinea,749828212,Heida.Maurine@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,college,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-31,NULL
Sybille,Gert,1930-08-07,Carree,524797072,Sybille.Gert@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-20,2021-05-11
Lorne,Dituri,1960-04-02,Dennie,847501930,Lorne.Dituri@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-03,2021-05-11
Loree,Ahab,2012-10-14,Raina,936503460,Loree.Ahab@gmail.com,76 AstoriaBlvd,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-16,2021-05-11
Jany,Radu,1956-06-08,Bill,388979111,Jany.Radu@gmail.com,76 AstoriaBlvd,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-30,2021-05-11
Flo,Bahr,1914-10-11,Ida,916080556,Flo.Bahr@gmail.com,123 Lexington Ave.,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-23,2021-05-11
Isa,Pattin,1954-02-27,Shel,921373596,Isa.Pattin@gmail.com,123 Lexington Ave.,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-02,2021-05-11
Babita,Brodench,1903-03-11,Dorthy,887653064,Babita.Brodench@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-24,NULL
Mariann,Whittaker,1994-10-25,Rosanne,870533857,Mariann.Whittaker@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-04-07,2021-05-11
Perry,Ulphia,1918-08-23,Susan,222774515,Perry.Ulphia@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-03-02,NULL
Jasmina,Muriel,1958-09-22,Andeee,922493829,Jasmina.Muriel@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-02-12,2021-05-11
Julieta,Monaco,1996-08-17,Raina,351090357,Julieta.Monaco@gmail.com,123 Lexington Ave.,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-25,2021-05-11
Agathe,Fry,1970-12-16,Alexine,515256478,Agathe.Fry@gmail.com,76 AstoriaBlvd,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-01-31,NULL
Alleen,Wenda,2019-07-28,Shel,140750012,Alleen.Wenda@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-13,2021-05-11
Shandie,Land,1956-05-05,Carilyn,142237550,Shandie.Land@gmail.com,76 AstoriaBlvd,Hunter,library,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-03-03,2021-05-11
Ivett,Alfons,1924-01-14,Mady,939129654,Ivett.Alfons@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-01-01,2021-05-11
Merle,Brenn,1966-07-22,Mahalia,263650727,Merle.Brenn@gmail.com,76 AstoriaBlvd,Baruch,college,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2020-12-28,2021-05-11
Cathie,Secrest,1954-07-06,Ardeen,184617117,Cathie.Secrest@gmail.com,123 Lexington Ave.,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-03-30,NULL
Coral,Prober,1985-03-18,Esmeralda,737431251,Coral.Prober@gmail.com,76 AstoriaBlvd,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-21,NULL
Vinita,Telfer,1972-08-07,Johna,682579299,Vinita.Telfer@gmail.com,76 AstoriaBlvd,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-05,2021-05-11
